Dish Name,Description,Spice,Prep Time,Views,Rating,Number of Votes,Serves,Dietary Info,Cook Time,Ingredients,Instructions
Seekh Kebabs,Skewered Kebabs,medium,Prep 10 mins,59342,3.5,45,4,['LACTOSE-FREE'], 15 mins,"1) 500g lamb mince
2) 4 garlic cloves
3) 10cm piece of ginger, roughly chopped
4) 1 chilli, chopped
5) 1 tsp cumin seeds
6) 1 tsp garam masala
7) 1 tsp Kashmiri chilli powder
8) 1 tsp salt
9) handful of coriander (including stems)
10) 1 tbsp oil
11) wooden or metal skewers
","1) In a pestle and mortar roughly crush the cumin seeds, ginger, chilli and garlic then put into a blender.
2) Then add the mince, garam masala, Kashmiri chilli powder, salt and coriander. Blend to paste and leave to rest in the refridgerator (or freezer) for 15 mins.
3) If using wooden skewers, soak in cold water for at least 30 minutes.
4) Coat your hands in a little oil and take a small ball (size of a walnut) of the lamb mixture and squeeze around the skewer. Set to one side and repeat with the remaining mixture. Refridgerate for at least 30 mins before cooking
5) Cook in a frying pan or griddle for 10 minutes then turn to cook the other side until brown and a little crispy. These are also delicious on the barbecue.
6) Serve with a fresh mint chutney.
"
Sholay,Chickpea Curry,medium,Prep 10 mins,98426,3.8,63,4,['LACTOSE-FREE'], 50 mins,"1) 100g dried chickpeas soaked overnight in 1L of water
2) 1 onion, finely diced
3) 4 cloves of garlic, finely chopped
4) 400g/1 tin of tomatoes
5) 2 tsp ginger grated
6) 1 tsp salt
7) 1 green chilli, chopped
8) 1 tsp turmeric
9) 1 tsp chilli powder
10) 1 tsp dried fenugreek leaves
11) 1 tsp garam masala
12) 1 handful of coriander, chopped
13) 1 lemon
14) 1 or 2 green chillies, chopped to garnish
15) sliced red onion to garnish
","1) In the pressure cooker heat oil and add onions and garlic. Fry until golden brown, and if the onions stick just add a dash of water and stir until they have browned.
2) Reduce the heat and add tomatoes, ginger, chilli, salt, turmeric and fenugreek. Cook this sauce until the onions and tomatoes melt together and you are left with an aromatic masala paste.
3) Wash the soaked chickpeas and add to the pan, then stir fry for a few minutes.
4) Add enough hot water to cover the chickpeas and put the lid on the pressure cooker. Bring it to the boil and leave it until it whistles twice, then reduce the heat and let it simmer for 10 minutes.
5) Remove from heat and leave to cool. DO NOT REMOVE LID. Once cooled remove the lid and check the chickpeas are cooked. If they are still hard, check the water and if you need to add a little more then and put the lid on again and repeat step 4.
6) Once cooked through place the pan on the heat and stir-fry the chickpeas to reduce and thicken the sauce.
7) Turn the heat off and squeeze in the juice from 1 lemon and stir in the garam masala.
8) To garnish sprinkle over the fresh coriander, the finely sliced onions and green chillies.
"
Sindhi Masala Fish,Dry fried spiced fish,medium,Prep 5 mins,150084,3.1,171,4,['LACTOSE-FREE'], 10 mins,"1) 1 tbsp coriander seeds
2) 2 tsp fennel seeds
3) 2 garlic cloves
4) 2 tbsp plain flour
5) 1 tbsp turmeric powder
6) 1 tsp chilli powder
7) 2 tsp garam masala
8) 1 tsp salt
9) 4 large white fish fillets, plaice, haddock or cobbler are good
10) Rapeseed oil to fry
","1) Crush the coriander seeds, fennel seeds and garlic cloves in a pestle and mortar then empty into a bowl.
2) Mix in the flour, turmeric, chilli powder, garam masala and salt.
3) Place the fish fillets into the masala mix and coated them then set to one side.
4) In a large deep frying pan, add enough vegetable oil so it's about 5cm deep to fry the fish.
5) Gently heat the oil and test whether it’s ready by dropping a small bit of the masala mixture into the oil, if it fizzes and turns brown in a few seconds the oil is ready.
6) Very gently slip in a couple of fish fillets and cook for around 4–5 minutes, gently turning them over until cooked through and they have turned a wonderful yellow colour.
7) Drain on some kitchen paper.
"
Smoked Bangun Partha,Aubergine Pate,medium,Prep 10 mins,40775,4.3,23,4,['VEGETARIAN'], 35 mins,"1) 2 aubergines
2) 2 tbsp of mustard oil
3) 2 onions, sliced
4) 1 heaped tsp cumin seeds
5) 4cm stick of cassia bark
6) 1 tsp of salt
7) 1 tsp of cinnamon powder
8) 2 green chillies, finely chopped
9) ½ tsp turmeric
10) 3 fresh tomatoes, cut into wedges
11) Handful of fresh coriander, chopped
","1) Place one aubergine at a time directly onto the flame of your hob turning them with tongs to blacken and blister the outside. Alternatively, cook in a wood burning stove or barbecue to get a wonderful smoky flavour.
2) Once blackened place on a tray and roast in a pre-heated oven at 180oC) for about 10 minutes. Turn and then leave for a further 10 minutes. They should be soft and cooked through.
3) Leave to cool then either peel the skin away or slice in half and scoop out the flesh discarding the skin. Mash the flesh to a pulp and set to one side.
4) Heat the oil in a pan and add the cumin seed and cassia bark.
5) Once sizzling add the sliced onion and cook until golden brown.
6) Add the chillies, turmeric, salt, cinnamon powder and stir in the aubergine flesh. Leave to cook for 20 minutes until you have a thick spicy masala pate.
7) Add the tomatoes and cook for another few minutes then remove from the heat.
8) Add a handful of fresh coriander before serving. I sometimes also like to add a splash of coconut milk to make it nice and creamy.
"
Smoked Tomato Sauce,A healthy tomato relish with seriously deep flavours.,medium,Prep 10 mins,18912,4.3,6,12,['VEGETARIAN'], 1 hr,"1) 5 cloves of garlic, peeled and finely chopped
2) 1 tsp kalonji seeds
3) 1 tsp salt
4) 2 dried red chillies
5) 1 green chilli, chopped
6) 10 tomatoes
7) lump of smoking charcoal
","1) Heat oil in a pan and add the garlic.
2) Fry until it starts to brown.
3) Add the kalonji seeds, salt and chillies.
4) Stir then add the tomatoes, bring to the boil then reduce the heat and leave to cook gently for about 30 minutes to an hour until thick.
5) Leave to cool and place into a dish. To infuse the smoky flavour make a foil bowl and place in the centre of the chutney. Carefully heat a piece of charcoal until it's smoking then place it in the foil cup. Cover the whole dish with foil and set aside for half an hour to allow the smoky flavours to infuse into the chutney.
"
Sooke Moong Dhal,Moong Dhal,medium,Prep 10 mins,5069,4.3,3,4,['VEGETARIAN'], 10 mins,"1) 200g whole moong dhal / mung beans
2) 1 tbsp oil
3) ¼ tsp mustard seeds
4) ¼ tsp cumin seeds
5) ¼ tsp asafoetida
6) ¼ tsp turmeric
7) 1 tsp chilli powder
8) 1 tsp coriander seeds, crushed
9) 2 tsp lemon juice
10) 1 tsp salt
11) Pinch of sugar (optional)
12) Fresh coriander, chopped
","1) Soak the moong dhal for about 15 minutes.
2) Put the soaked moong dhal and 350ml water into your pressure cooker.
3) Place the lid on and cook at high pressure for 10 minutes then turn off and leave for the pressure to be released.
4) In a pan heat oil add mustard seeds, cumin and asafoetida until they sizzle.
5) Pour in the moong dhal and add the turmeric, chilli powder, coriander, lemon juice, sugar (if using) and salt.
6) Stir together and garnish with fresh coriander. Mix and serve hot.
"
Soya curry,Soya chunks with peas and pepper,medium,Prep 10 mins,44293,3.5,24,4,['VEGETARIAN'], 20 mins,"1) 1 tbsp vegetable oil
2) 1 onion, finely chopped
3) 3 garlic cloves, chopped
4) 3cm piece of ginger, grated
5) 250g tinned plum tomatoes
6) 1 green chilli, finely chopped
7) 1 tsp salt
8) 1 tsp fenugreek powder (methi)
9) 1 tsp turmeric
10) 1 tsp chilli powder
11) 200g peas
12) 200g dried soya chunks
13) 1 red pepper, sliced
14) 1 tsp garam masala
15) Handful of fresh coriander (chopped)
","1) Soak the soya chunks in boiling water for 10-20 minutes until they are soft.
2) Heat oil in a pan and add onion and after a few minutes stir in the garlic. Cook for about 10 minutes until the onions are soft and just turning golden.
3) When the onions are cooked add the tomatoes, ginger, salt, turmeric, fenugreek and chilli.
4) Stir together and cook the sauce until the tomatoes and onion melt together creating a thick masala paste.
5) Squeeze the water out of the soya (be mindful that the water may still be hot).
6) Once the masala is thick and shiny add the soya and frozen peas. Stir and cook for 5 minuets.
7) Add the peppers and cook for 5-6 minutes. If you want to create a little sauce add some hot water to get the consistency of the sauce that you are looking for.
8) Sprinkle in the garam masala and fresh coriander to serve.
"
Spiced Cauliflower Rice,Cauliflower Rice,medium,Prep 10 mins,48520,3.7,51,4,['VEGETARIAN'], 10 mins,"1) 1 medium cauliflower, shredded
2) 1 tbsp rapeseed oil
3) 1 tsp black mustard seeds
4) 1 tsp cumin seeds
5) 2 dried Kashmiri chillies, each broken into 3 or 4 pieces
6) 5cm piece ginger, finely grated
7) 1 garlic clove, sliced
8) ½ tsp turmeric
9) 1 tsp salt
10) 2 fresh green chillies, sliced
","1) Roughly chop your cauliflower, put into a blender and blitz very quickly to get a fine shred of cauliflower.
2) Heat the oil in a large saucepan or karahi. When it is hot, add the mustard seeds followed by the cumin seeds and dried chillies.
3) Stir for about 30 seconds, then add the sliced garlic, grated ginger, turmeric and salt and fry for 30 seconds.
4) Stir in the cauli rice and stir-fry for about 3-4 minutes over a medium heat. Stir in the green chillies.
"
Spiced Fish Pie,Indian Fish Pie,mild,Prep 15 mins,58157,3.4,57,6,['HEALTHY'], 40 mins,"1) 2 tbsp oil
2) 1 tsp fennel seeds
3) ½ tsp mustard seeds
4) 1 onion, chopped
5) 2 garlic cloves, finely chopped
6) 1 large handful of fresh spinach, chopped
7) 1 chilli, chopped
8) 400ml cream
9) 400g firm white fish
10) 200g salmon
11) 100g smoked fish
12) 300g prawns
13) salt and pepper to taste
","1) Heat oven to 200°C.
2) Heat the oil and temper the fennel and mustard seeds until they crackle. Add the  chopped onion and cook for 5 minutes.
3) Stir in the garlic and cook through allowing the onions to soften and turn translucent.
4) Add the chopped spinach and chilli and once the spinach has wilted pour in the cream and stir. Season with the salt and pepper.
5) As the cream warms up place the fish and prawns into the pan and simmer gently for a few minutes until it's just cooked through.
6) Remove from heat and place in a casserole dish.
"
Spiced Jerusalem Artichokes,Artichoke Masala,medium,Prep 5 mins,49914,3.4,39,4,['VEGETARIAN'], 10 mins,"1) 500g Jerusalem artichokes
2) 2 tbsp vegetable oil
3) 1 heaped tsp cumin seeds
4) large pinch of asafoetida
5) 1 green chilli, chopped
6) ½ tsp salt
7) 1 lemon
8) 1 tsp garam masala
9) Handful of fresh coriander
","1) Wash and scrub the artichokes, then peel and chop them into 4cm cubes.
2) Heat oil in a wok or karahi, add cumin seeds and asafoetida powder.
3) Once the seeds crackle, add the chillies and salt and add the chopped artichokes.
4) Stir and coat them with the spices and leave them to cook on a gentle heat for about 5-10 minutes, stirring occasionally. Cook them to the texture you like — I like mine with a crunch. Remove from the heat.
5) Squeeze in a little fresh lemon juice, sprinkle the garam masala and transfer to a bowl.
6) Sprinkle with the fresh coriander to finish.
"
Spiced Potato Stuffed Peppers,Shimla Mirch Stuffed with Spiced Potato,medium,Prep 20 mins,49863,4.0,32,4,['VEGETARIAN'], 50 mins,"1) 4 whole peppers, 2 red and 2 green
2) 4 medium sized potatoes, boiled and diced
3) 1 tsp rapeseed oil
4) 1 tsp of salt
5) 1 tsp cumin seeds
6) 1 green chilli, finely chopped
7) 1 tsp garam masala
8) 3cm fresh ginger, grated
9) 1 tbsp fenugreek leaves
10) 1 tbsp fresh coriander, finely chopped
","1) Cook the potatoes gently with the skin on (do not boil too vigorously) for 20-25 minutes. Once soft leave to cool and then peel. Cut into small cubes and place into a large bowl.
2) In a small frying pan heat the oil and fry the cumin seeds. When sizzling and aromatic remove and add to the potatoes.
3) Next add the salt, chilli, garam masala, fenugreek, ginger and fresh coriander to the potatoes and stir - check seasoning.
"
Spiced Pumpkin Seeds,Roasted Pumpkin Seeds,medium,Prep 10 mins,7643,5.0,5,4,['VEGETARIAN'], 20 mins,"1) Seeds from one pumpkin
2) 1 tsp salt
3) 1 tsp chilli flakes
4) 1-2 tsp rapeseed oil
","1) Pull out the seeds from the pumpkin and place into a bowl with water.
2) Wash the seeds in a few changes of water to get rid of all the stringy flesh.
3) Place in a colander and leave to strain.
4) Place some kitchen roll on a baking sheet and put the seeds on it so they dry. You can leave them overnight.
5) Heat your oven to 180ºC
6) Spread the seeds on an oven tray and pour the oil over the seeds. Rub them so they are coated with the oil. Sprinkle with the salt and chilli flakes.
7) Roast in the oven for 10 minutes until they are golden brown.
8) Remove and leave to cool. Store in an air tight jar and use as and when required.
"
Spiced Rice,Basmati Rice with Whole Spices,none,Prep 10 mins,10176,3.8,8,4,['VEGETARIAN'], 15 mins,"1) 1 tbsp ghee
2) 1 tsp cumin seeds
3) 1 stick of cassia bark
4) 3 cloves
5) 4 cardamom pods
6) 2 star anise
7) 1 small onion, finely sliced
8) 1 garlic clove, sliced
9) 4cm piece of ginger, julienne
10) 10/15 cashew nuts
11) 1 tbsp raisins, (optional)
12) 200g/1 mug Basmati rice
13) 500ml/2 mugs full, cold water
14) 1 tsp salt, (or to taste)
","1) Wash the rice until the water runs clear. I do this by covering the rice with water and running my hand through it, pouring the starchy water away then refilling with cold water and repeating until the water runs clear. Strain in a sieve and leave.
2) In a wide based pan heat the ghee and add the whole spices - cumin seeds,cassia, cloves, cardamom, star anise.
3) When they sizzle and become fragrant stir in the onions and saute.
4) After a minute or 2 add the garlic. Just as you get a little colour add the ginger, cashews and raisins.
5) Add the washed rice, stir to coat with the spices then pour in the 500ml of water (twice the amount of water to rice).
6) Add the salt and bring the water to a vigorous rolling boil, reduce the heat to the lowest setting and place the lid on the pan.
7) Leave to cook for 10 minutes do not remove the lid - be patient!
8) After 10 minutes remove from the heat and leave for a minute.
9) Then take the lid off and let the steam rise. All the water will have been absorbed and the rice will be light and fluffy.
10) Gently fork through the rice (never dive straight in) and serve.
"
Spicy Courgette and Pea Fritter,20 mins,medium,Prep 10 mins,66807,3.9,86,4,['VEGETARIAN'], 10 mins,"1) 2 medium courgettes, grated
2) 100g plain flour (or gram flour)
3) 1 tsp baking powder
4) 1 small onion, finely chopped
5) 50g frozen peas, defrosted
6) 2 cloves of garlic, finely chopped
7) salt to taste
8) 1 green chilli, chopped
9) handful coriander, chopped
10) 1 tsp chilli powder
11) 1 tsp garam masala
12) 1 tsp cumin seeds
13) oil for cooking
","1) Grate the courgette and sprinkle with salt and leave for as long as you can. Place it in a colander in the sink, squeezing out any excess water.
2) In a bowl mix together the flour and baking soda.
3) Add the grated courgette, onion, peas, garlic, salt, chilli, coriander, chilli powder, garam masala and cumin seeds.
4) Squeeze and mix everything together. If it's a little dry add a touch of water.
5) Heat some oil (2 tbsp) in a nonstick frying pan.
6) Take a large spoonful and place in the hot pan. Gently press to flatten (it will be sticky) and shallow fry fritters. Reduce the heat if it gets too hot.
7) Cook on the first side until golden then flip and cook the other side.
"
Spicy Lamb Chops,1 hr 25 mins,hot,Prep 10 mins,199894,3.1,322,4,[], 15 mins,"1) 4 lamb chops
2) 1 tbsp coriander seeds
3) 1 tsp fennel seeds
4) 1 tsp cumin seeds
5) 5 dried Kashmiri chillies (or chilli powder mixed with paprika)
6) 4 cloves garlic, peeled and roughly chopped
7) 2 tbsp ginger, grated
8) 1 tsp salt
9) 1 tbsp rapeseed oil
10) 1 lemon
","1) In a pestle and mortar crush the coriander, cumin, fennel seeds and dried chillies.
2) Then add the garlic, ginger and salt then grind with the spices to create a thick paste.
3) Pour in the oil and lemon juice and mix together.
4) Smear the paste all over the chops and leave to marinate for at least 1 hour.
5) Ensure they are at room temperature and cook on a griddle or barbecue for 4-5 minutes on each side until cooked through.
"
Spinach and Mushroom Omelette,10 mins,medium,Prep 5 mins,13519,4.1,22,1,[], 5 mins,"1) 1 tbsp oil
2) 1 spring onion, chopped
3) 1 tsp cumin seeds
4) 1 green chilli, chopped (optional)
5) salt to taste
6) 4 mushrooms, sliced
7) handful spinach
8) 1 tsp garam masala
9) 2 eggs
","1) Heat the oil in a pan then add the cumin seeds.
2) Once they sizzle add the chopped spring onions and sauté.
3) Stir in the chopped chillies (if using) and a little salt.
4) Add the mushrooms and stir, cook for about 4-5 minutes.
5) Add the spinach and stir until it has wilted. Sprinkle in the garam masala then remove the pan from the heat and set to one side.
6) In two bowls separate the yolk and the egg whites.
7) Whisk the egg whites until frothy then whisk in the egg yolks.
8) Heat a little butter in a frying pan and add the eggs. Leave to cook for about 30 seconds then turn the omelette over.
9) Place the cooked omelette onto a plate and spoon the filling into the omelette and fold over to serve.
"
Sweet Potato and Spinach Curry,Sweet Potato and Spinach Curry,medium,Prep 10 mins,49584,3.7,75,4,['VEGETARIAN'], 20 mins,"1) 1 tbsp rapeseed oil
2) 1 tsp cumin seeds
3) 1 tsp black mustard seeds
4) 2 red onions, thinly sliced
5) 2 large cloves of garlic, finely chopped
6) 1 tsp ginger, grated
7) 2 green chillies,, thinly sliced
8) 1 tsp coriander seeds
9) 1 tsp turmeric salt to taste
10) 1-2 sweet potatoes, diced (about 700g)
11) 300g spinach, coarsely chopped
12) 1 tsp garam masala
13) 1 tbsp flaked almonds, toasted
","1) Heat the oil in a large saucepan and add the cumin seeds, once fragrant add the mustard seeds. As they start to pop add the onion.
2) Stir and cook until it's translucent then add the garlic.
3) After a few minutes stir in the ginger, and chilli. You may need to add a splash of water too.
4) Grind the coriander seeds to a powder in a pestle and mortar.
5) Place the ground coriander and turmeric in a bowl and add a little water to produce a spice paste.
6) Once the onions have browned, pour in the spices paste and heat until fragrant.
7) Add some salt then reduce the heat then add the sweet potato cubes. Stir to coat with the spices.
8) Leave to cook gently for about 25-30 minutes, keep checking but do not stir too much. If you need to, you can add a little splash of water.
9) Once the sweet potatoes are soft add the spinach and stir together.
10) In a frying pan add some flaked almonds and toast for 1-2 minutes until a little brown and crisp. Remove from the pan and set to one side.
11) Once the spinach has wilted taste and adjust seasoning if required. Remove from the heat and stir in some garam masala. Top with the flaked almonds to serve.
"
Tamarind Rice,Imlee Chaul,medium,Prep 5 mins,35790,3.7,16,6,['VEGETARIAN'], 15 mins,"1) 200g Tilda Basmati Rice, cooked
2) 25g tamarind hydrated in 100ml water or 1 tbsp tamarind paste mixed with 4 tbsp water
3) 2 tbsp coconut oil
4) 1 tsp mustard seeds
5) ½ tbsp urid dhal
6) 1 tbsp chana dhal
7) ½ tsp fenugreek seeds
8) 2 dried red chillies, broken
9) 5 curry leaves
10) 1 onion, chopped or ½ tsp asafoetida/asafetida
11) 1 tbsp peanuts
12) ½ tsp turmeric
13) 1 tsp salt or to taste
14) Handful of fresh coriander
","1) Have your cooked rice ready and make up your tamarind water and set to one side.
2) Heat the oil in a pan and add the mustard seeds as they begin to pop stir in the urid and chana dhal. The dhal will begin to toast.
3) When they change colour add the fenugreek seeds, dried red chillies then stir in the curry leaves .
4) Add the onions (if using) and cook until they are a lovely golden brown colour or add the asafoetida and stir.
5) Add the peanuts to toast for a few minutes and sprinkle in the turmeric.
6) Pour in the tamarind. If using tamarind water leave it to cook until it has thickened (about 5 minutes).
7) Add salt to taste and stir in the cooked rice to coat and heat through.
8) Remove from the heat and sprinkle in some fresh coriander to serve.
"
Tandoori Chicken,Chicken in a Spiced Yoghurt,medium,Prep 10 mins,186225,3.7,160,4,[], 40 mins,"1) 4 chicken legs, skinned and trimmed
","1) Once skinned and trimmed, slash the flesh on the legs twice, diagonally, down to the bone.
2) Blend the garlic, ginger, chilli in a pestle and mortar.
3) Place the chicken in a dish and stir in the blended ingredients. Pour on the lemon juice and the mustard oil.
4) In a separate dish, mix the remaining ingredients (salt, garam masala, ground cumin seeds, Kashmiri red chilli powder, dried fenugreek leaves) with the yoghurt to create a paste. Add this yoghurt paste to the chicken and massage into the meat using your hands.
5) Cover, refrigerate and leave for at least 30 minutes, but the longer the better. Heat the oven to 200oC.
6) Transfer the marinated chicken to an oven tray and cook for about 30-40 minutes. The chicken should be tender and a little charred, which helps give the smokey flavour. Even better, you can cook this on the barbecue!
"
Tandoori Fish,Fish in a spiced yoghurt marinade,medium,Prep 5 mins,105155,3.8,83,4,[], 10 mins,"1) 500g Salmon or monkfish, in thick chunks
2) 1 lemon
3) salt to taste
4) 1 tsp cumin seeds
5) 3 garlic cloves, roughly chopped
6) 4cm piece of ginger, roughly chopped
7) 1 green chilli, chopped
8) 1 heaped tbsp thick greek yoghurt
9) 1 tsp kashmiri chilli powder or paprika
10) 1 tsp garam masala
11) 1 heaped tsp chickpea flour
12) 1 tbsp fresh coriander finely chopped
13) 1 tsp vegetable oil
14) Lemon juice to garnish
15) Handful of fresh coriander, chopped
","1) Add the salmon to a mixing bowl along with juice from half the lemon juice and salt and mix well
2) Give the cumin seeds a bash and add to the bowl.
3) Crush the ginger and garlic in a pestle and mortar and place into a bowl.
4) Add the finely chopped chilli, and the remaining marinade ingredients and mix to ensure the fish is all coated. Leave to marinate for half an hour. The fish can be skewered or cooked directly on a baking sheet.
5) Preheat the grill to a medium to high setting. Grill for 15 mins until it's just done (you can also bake this in the oven if too)
6) Once cooked squeeze over a little lemon juice and sprinkle with green coriander and serve.
"
Tandoori Prawn Skewers,Tandoori Jinga,medium,Prep 5 mins,77261,3.4,74,4,[], 5 mins,"1) 12 large uncooked king prawns
2) 1 fresh chilli, finely
3) ½ tsp chilli powder
4) 3 garlic cloves
5) 3cm ginger
6) 1 tsp salt
7) 1 lemon, juice
","1) Crush the ginger and garlic in a pestle and mortar to make a paste.
2) Place the prawns in a large bowl and sprinkle with the chilli powder, salt, lemon juice and the crushed ginger and garlic and set to one side.
3) Blend all the marinade ingredients together and coat the prawns, refrigerate for however long you can or just cook them.
4) Thread the marinated prawns onto skewers and cook on a griddle or on a barbecue for 5-6 minutes until they are pink and just cooked through.
5) Squeeze with lemon juice and some fresh coriander to serve.
"
Tandoori Style Pigeon Breast,35 mins,mild,Prep 5 mins,25890,3.0,34,4,[], 10 mins,"1) 8 pigeon breasts
","1) Blend the ginger, garlic to make a paste.
2) Mix the ginger and garlic paste with lemon juice, salt, chilli powder and coat the pigeon breasts. Leave them to marinate for about 20 minutes.
"
Tangy Tamarind Prawns,1 hr,hot,Prep 10 mins,89921,3.8,66,4,['LACTOSE-FREE'], 40 mins,"1) 500g fresh king prawns
2) 2 tbsp oil
3) 1 tsp cumin seeds
4) 1 onion, finely sliced
5) 2 cloves of garlic, finely chopped
6) 200g tinned tomatoes (½ tin)
7) 1 tbsp ginger, grated
8) 1 tsp turmeric
9) 1 tsp salt
10) 1 chilli, finely chopped
11) 1 tbsp tamarind paste (alternatively a good squeeze of lemon juice)
","1) Heat the oil in a pan. Add the cumin seeds, when sizzling add the onion and garlic. Fry gently until golden brown.
2) Once browned, reduce the heat and add the tinned tomatoes, ginger, turmeric, salt, chilli and tamarind paste. Increase the heat and stir so the tomatoes and onions melt together creating a thick masala sauce.
3) Once the sauce is shiny, add the prawns and stir to coat them with the sauce. Reduce the heat and cook through for a few minutes.
4) Add in the fresh tomatoes, stir and cook for a minute then remove from the heat.
5) Stir in the garam masala and throw in the coriander to add a beautiful freshness to the dish and serve.
"
Thai Prawn Tom Khaa Soup,Tom Yum Soup with coconut milk,medium,Prep 10 mins,10973,4.3,13,2,['CONTAINS-COCONUT'], 10 mins,"1) 1 tbsp vegetable oil
2) 10 prawns, peeled and deveined
3) 2 garlic cloves, finely grated
4) 2 tsp ginger, finely grated
5) 1 lemongrass, peeled and finely grated
6) 1 tbsp brown sugar
7) 1 1/2 tbsp fish sauce
8) 1 tsp coriander powder
9) 2 tsp chilli, garlic paste
10) 400g coconut milk tin
11) 500ml chicken stock
12) zest from 1 lime
13) 200g egg noodles,
14) 2 pak choy, quartered or Chinese lettuce
","1) Heat oil in a large saucepan over high heat. Add prawns and sear both sides until light golden (30 seconds). Remove and set to one side.
2) Reduce the heat and add a little more oil. Add garlic, ginger and lemongrass. Saute until golden.
3) Add sugar and fish sauce. Stir and cook for 30 seconds until it turns almost to a caramel.
4) Add chilli paste, coriander powder and stir to cook for 30 seconds.
5) Pour in the chicken stock with the coconut milk and bring to a simmer.
6) Add the lime zest and stir in the noodles. Simmer to cook them as per the packet - usually about 5 minutes.
7) Add the pak choi for a minute then add the prawns into broth. Cook for 1 minutes to reheat them and serve in big bowls.
8) Add toppings of your choice and squeeze over lime juice to taste.
"
Thari Walee Lamb,Lamb Curry,medium,Prep 10 mins,158861,3.6,162,4,['LACTOSE-FREE'], 1 hr,"1) 600g leg of lamb (washed, trimmed & cubed)
","1) Heat the oil in a heavy based pan and add the onions, after a few minutes stir in the chopped garlic.
2) Cook on a gentle heat so the onions cook to a dark golden brown. This will take at least 20 minutes. If the onions catch on the pan add a splash of water and stir.
3) Reduce the heat and add the tomatoes, ginger, salt, cumin, turmeric, chilli, coriander stalks and fenugreek. Stir together and increase the heat so the onions and tomatoes melt with the spices creating a thick aromatic masala sauce. This will take about 5-10 minutes.
4) Add the lamb and stir-fry to seal the meat and coat with the masala sauce.
5) Reduce the heat to the lowest setting and move the pan to the smallest hob. Place the lid on the pan and allow the lamb to cook gently in it own juices. This will take between 40-60 minutes. Stir occasionally until tender.
6) If you want more of a gravy add some boiling water and leave to simmer for another few minutes.
7) Remove from the heat and add the garam masala, sprinkle with the fresh coriander and serve.
"
Tomato Base Restaurant Sauce,Tomato Masala,medium,Prep 10 mins,91266,3.7,45,4,['VEGETARIAN'], 1 hr 5 mins,"1) 500g onions, peeled
2) 25g fresh root ginger
3) 900ml water
4) 25g garlic
5) 1 tbsp salt
6) 400g tin of tomatoes
7) 4 tbsp of vegetable oil
8) 1 tbsp tomato purée
9) 1 tbsp turmeric
10) 1 tsp mild chilli powder/paprika
","1) Roughly chop the onion, ginger and garlic.
2) In a blender blitz the onions, ginger and garlic with half the water until you have a smooth paste.
3) Place this blended paste and the remaining water into a large pan. Stir in the salt and bring to boil, ten reduce the heat and leave to simmer for about 45 minutes. Leave to cool.
4) Once cooled, pour into a blender and whizz until you are left with a completely smooth sauce.
5) Blend the tinned tomatoes until completely smooth.
6) Heat the oil in a clean pan and add the tomato purée, turmeric and chilli powder. Stir in the blended tomatoes and bring it all to the boil.
7) Reduce the heat and leave to simmer for 10 minutes. Stir in the onion mix and bring it all to a boil. After a few minutes reduce to a simmer.
8) Skim off any froth from the top and leave to cook for 25 minutes continuing skimming off any froth.
9) Leave to cool and store in the refrigerator for 5 days, or freeze
10) Heat and use as and when required.
"
Tomato Kachumber Salad,Tomato and Onion Salad,medium,Prep 20 mins,61585,3.9,29,4,['VEGETARIAN'],,"1) 1 small red onion
2) 2 tomatoes
3) 1 chilli, finely chopped
4) Fresh coriander leaves
5) Juice from 1 lemon
6) 1 tsp salt
7) ½ tsp garam masala
8) 1 tsp kalonji seeds
","1) Cut the onions, tomato, chilli into a very fine dice and place into a bowl.
2) Finely chop the coriander and place into the bowl.
3) Squeeze in the lemon and sprinkle in the salt, garam masala, kalonji seeds - stir and serve.
"
Turnip Chana Dhal,Shalgam Chana,mild,Prep 10 mins,47237,4.1,28,6,['VEGETARIAN'], 40 mins,"1) 4 small turnips
2) 125g Chana Dal
3) 1 small onion, sliced
4) 2 cloves of garlic, sliced
5) 3 ripe tomatoes
6) 1 or 2 green chillies
7) 4cm piece of ginger
8) 1 tbsp oil
9) 1 tsp cumin seeds
10) 4 cm piece cassia bark
11) 1 tsp mustard seeds
12) 1 tsp coriander seeds
13) ½ tsp red chilli powder
14) ½ turmeric powder
15) 1tsp or to taste salt
16) handful fresh coriander, chopped
","1) Clean the chana dal and soak it in water for 3-4 hours before hand.
2) Peel, wash and cut turnips into small pieces.
3) Put the soaked dal and turnip pieces into a prerssure cooker, add 2 cups water, salt and then close the cooker and begin to heat.
4) After the first whistle reduce the heat and leave it to simmer about 4 minutes, then remove from the heat. Leave to cook and DO NOT open until the pressure has been releases.
5) Meanwhile roughly chop the tomatoes and chillies and ginger.
6) Place the cumin, mustard and coriander seeds in a frying pan and roast until they turn a shade darker and become frgrant. Crush the spices in a pestle and mortar or a spice grinder.
7) Then put the tomatoes, green chillies, ginger into a blender to make a fine paste.
8) Heat oil in a frying pan and add the cumin and cassia. Once fragrant add the sliced onions and garlic until they just start to brown.
9) Stir in the turmeric powder, salt and ground spices once this becomes fragrant stir in the tomato mixture and leave to cook until you have a thick masala sauce.
10) Open the cooker, and check the dhal is well cooked by squeezing the chana between your fingers. If they are cooked stir in the masala sauce into the dhal.
11) If you want to loosen it a little add enough hot water to get the consistency you want.
12) Add the chopped coriander and garnish with a little butter.
"
